variable_id,domain,concepts,question_text,value_labels,validation_phrase,validation_phrase_occurrences,validation_phrase_score
q162,Economic Perception,"economic vulnerability, income loss, seriousness evaluation","162 The following is a hypothetical question: If you were unfortunate enough to lose your main source of income, how serious would it be for you and your family?","-1=Missing; 0=Not applicable; 1=It would be serious, and we would have difficulty coping; 2=It would be serious, but we could deal with it; 3=We could manage just fine; 7=Do not understand the question; 8=Can’t choose; 9=Decline to answer",following is a hypothetical question:,1,132.0
q163,Economic Perception,"income fairness, social justice, evaluation","163 Considering all the effort that you and your family members have made in the past, do you think the income that your family currently receives is fair or not fair?",-1=Missing; 0=Not applicable; 1=Very fair; 2=Fair; 3=Unfair; 4=Very unfair; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,163 considering all the effort,1,132.0
q164,Social Mobility,"opportunity comparison, generational comparison, social status","164 As compared to my parent's generation, my generation has more or fewer opportunities to improve the standard of living or   social status?",-1=Missing; 0=Not applicable; 1=Substantially more opportunities; 2=More opportunities; 3=About the same; 4=Fewer opportunities; 5=Substantially fewer opportunities; 7=Don't understand the question; 8=Can't choose; 9=Decline to answer,164 as compared to my,1,132.0
q165,Social Mobility,"intergenerational comparison, life quality comparison, future expectation",165 Will the next generation have had a better or worse life than our generation?,-1=Missing; 0=Not applicable; 1=Much better; 2=A little better; 3=About the same; 4=A little worse; 5=Much worse; 7=Do not understand; 8=Can't choose; 9=Decline to answer,165 will the next generation,1,132.0
q166,National Pride,"national identity, citizenship pride, evaluation",166 How proud are you to be a citizen of (COUNTRY)? Are you...,-1=Missing; 0=Not applicable; 1=Very proud; 2=Somewhat proud; 3=Not very proud; 4=Not proud at all; 7=Don't understand the question; 8=Can't choose; 9=Decline to answer,166 how proud are you,1,132.0
q167,International Mobility,"willingness, migration, country choice","167 Given the chance, how willing would you be to go and live in another country?",-1=Missing; 0=Not applicable; 1=Very willing; 2=Willing; 3=Not willing; 4=Not willing at all; 7=Don't understand the question; 8=Can't choose; 9=Decline to answer,"167 given the chance, how",1,132.0
q168,Trust in Government and Institutions,"emergency powers, parliamentary authority, leadership","168 In order to solve the country’s urgent problems, a leader can govern the country by decrees and disregard the parliament if necessary",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Don't understand; 8=Can't choose; 9=Decline to answer,168 in order to solve,4,16.5
q169,Trust in Government and Institutions,"government accountability, elections, economic problem solution","168 In order to solve the country’s urgent problems, a leader can govern the country by decrees and disregard the parliament if necessary 169 As long as a government can solve our country’s economic problem, it does not matter if the government holds regular elections or not",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Don't understand; 8=Can't choose; 9=Decline to answer,parliament if necessary 169 as,1,132.0
q17,Civil Society and NGOs,"non-governmental organizations, NGOs, social sector",17 Non-government organizations or NGOs,-1=Missing; 0=Not applicable; 1=A great deal of trust; 2=Quite a lot of trust; 3=Not very much trust; 4=None at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,17 non-government organizations or ngos,1,132.0
q170,Trust in Government and Institutions,"emergency powers, parliamentary authority, leadership","168 In order to solve the country’s urgent problems, a leader can govern the country by decrees and disregard the parliament if necessary 170This country needs a leader who can break the rules if necessary to get things done",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Don't understand; 8=Can't choose; 9=Decline to answer,parliament if necessary 170this country,1,132.0
q171,Trust in Government and Institutions,"democracy, stability, government accountability","168 In order to solve the country’s urgent problems, a leader can govern the country by decrees and disregard the parliament if necessary 171 As long as the government can maintain order and stability in the country, it does not matter whether it is democratic or undemocratic",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Don't understand; 8=Can't choose; 9=Decline to answer,parliament if necessary 171 as,1,132.0
q172a,Emergency Powers and Human Rights,"emergency powers, human rights, public health crisis",172a Which circumstance would justify the governments's use of emergency powers to costrain rights and freedom: A public health crisis like the Covid-19 pandemic,-1=Missing; 0=Not applicable; 1=Very justified; 2=Somewhat justified; 3=Not very justified; 4=Not at all justified; 8=Don't know; 9=Decline to answer,172a which circumstance would justify,5,11.806438921198891
q172b,Emergency Powers and Human Rights,"emergency powers, human rights, economic crisis",172a Which circumstance would justify the governments's use of emergency powers to costrain rights and freedom: A public health crisis like the Covid-19 pandemic 172b An economic crisis that has caused the loss of many jobs,-1=Missing; 0=Not applicable; 1=Very justified; 2=Somewhat justified; 3=Not very justified; 4=Not at all justified; 8=Don't know; 9=Decline to answer,like the covid-19 pandemic 172b,1,132.0
q172c,Emergency Powers and Human Rights,"emergency powers, human rights, corruption",172a Which circumstance would justify the governments's use of emergency powers to costrain rights and freedom: A public health crisis like the Covid-19 pandemic 172c Widespread corruption that the president [PM] claims can only be reduced by increasing executive power,-1=Missing; 0=Not applicable; 1=Very justified; 2=Somewhat justified; 3=Not very justified; 4=Not at all justified; 8=Don't know; 9=Decline to answer,like the covid-19 pandemic 172c,1,132.0
q172d,Emergency Powers and Human Rights,"emergency powers, human rights, security crisis",172a Which circumstance would justify the governments's use of emergency powers to costrain rights and freedom: A public health crisis like the Covid-19 pandemic 172d A security crisis due to social unrest or terrorism,-1=Missing; 0=Not applicable; 1=Very justified; 2=Somewhat justified; 3=Not very justified; 4=Not at all justified; 8=Don't know; 9=Decline to answer,like the covid-19 pandemic 172d,1,132.0
q172e,Trust in Government,"emergency powers, rights and freedom, public health crisis, war",172a Which circumstance would justify the governments's use of emergency powers to costrain rights and freedom: A public health crisis like the Covid-19 pandemic 172e The country is at war,-1=Missing; 0=Not applicable; 1=Very justified; 2=Somewhat justified; 3=Not very justified; 4=Not at all justified; 8=Don't know; 9=Decline to answer,like the covid-19 pandemic 172e,1,132.0
q173,International Relations,"country influence, geographical region, Asia",173 Which country has the most influence in Asia?,-1=Missing; 0=Not applicable; 1=China; 2=Japan; 3=India; 4=United States; 5=Others; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,country has the most influence,1,132.0
q173other,International Relations,"country influence, geographical region, Asia, other specify","173. Other specify responses 

Variable: q174 
  Question: 174 Does USA do more good or harm to the Asia?",-1=Missing; 0=Not applicable; 1=Much more good than harm; 2=Somewhat more good than harm; 3=Somewhat more harm than good; 4=Much more harm than good; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,173. other specify responses variable:,1,132.0
q175,International Relations,"country influence, geographical region, world affairs, USA","175 Generally speaking, the influence the United States today has on world affairs is?",-1=Missing; 0=Not applicable; 1=Very positive; 2=Positive; 3=Somewhat positive; 4=Somewhat negative; 5=Negative; 6=Very negative; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,"175 generally speaking, the influence",1,132.0
q176,Perception of Foreign Countries,"China, good or harm, geographical region, Asia",176 Does China do more good or harm to the Asia?,-1=Missing; 0=Not applicable; 1=Much more good than harm; 2=Somewhat more good than harm; 3=Somewhat more harm than good; 4=Much more harm than good; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,176 does china do more,1,132.0
q177,International Relations,"country influence, geographical region, world affairs, China","177 Generally speaking, the influence China today has on world affairs is?",-1=Missing; 0=Not applicable; 1=Very positive; 2=Positive; 3=Somewhat positive; 4=Somewhat negative; 5=Negative; 6=Very negative; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,"177 generally speaking, the influence",2,46.66904755831214
q178,International Relations,"country influence, geographical region, world affairs, E.U.","177 Generally speaking, the influence China today has on world affairs is? 178 Generally speaking, the influence the E.U. today has on world affairs is?",-1=Missing; 0=Not applicable; 1=Very positive; 2=Positive; 3=Somewhat positive; 4=Somewhat negative; 5=Negative; 6=Very negative; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,world affairs is? 178 generally,1,132.0
q179,International Relations,"country influence, geographical region, Asia, future projection","179  In ten years, which country will have the most influence in Asia?",-1=Missing; 0=Not applicable; 1=China; 2=Japan; 3=India; 4=United States; 5=Other; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,"179 in ten years, which",1,132.0
q179other,International Relations,"country influence, geographical region, Asia, other specify, future projection","179. Other specify responses 

Variable: q180 
  Question: 180 Which country should be a model for our own country's future development?",-1=Missing; 0=Not applicable; 1=USA; 2=China; 3=India; 4=Japan; 5=Singapore; 6=Other; 7=We should follow our country’s own model; 97=Do not understand the question; 98=Can't choose; 99=Decline to answer,179. other specify responses variable:,1,132.0
q18,Demographics,organization membership,18 Name of the organization you belong to. First,"-1=Missing; 0=Not applicable; 1=Political parties; 2=Residential & community associations; 3=Religious groups; 4=Sports/ recreational clubs; 5=Culture organizations; 6=Charities; 7=Public interest groups; 8=Labor unions; 9=Farmer unions or agricultural associations; 10=Professional organizations; 11=Business associations; 12=Parent-Teacher Associations o PTA; 13=Producer cooperatives; 14=Consumer cooperatives; 15=ALUMNI ASSOCIATIONS; 16=Candidate support organizations; 17=Other occupational organizations; 18=Other volunteer organizations; 19=Student Associations; 20=Hometown/clan/peer-group/mutual assistance associations; 21=Others; 90=Not a member of any organization or group; 97=Do not understand the question; 98=Can’t choose; 99=Decline to answer; 100=Others, specify",18 name of the organization,1,132.0
q180other,International Relations,"influence, country, China","180. Other sepcify responses 

Variable: q181 
  Question: 181 How much influence does China have on our country?",-1=Missing; 0=Not applicable; 1=A great deal of influence; 2=Some influence; 3=Not much influence; 4=No influence at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,180. other sepcify responses variable:,1,132.0
q182,International Relations,"influence, country, China, evaluation","182 Generally speaking, the influence China has on our country is?",-1=Missing; 0=Not applicable; 1=Very positive; 2=Positive; 3=Somewhat positive; 4=Somewhat negative; 5=Negative; 6=Very negative; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,"182 generally speaking, the influence",1,132.0
q183,International Relations,"influence, country, USA",183 How much influence does USA have on our country?,-1=Missing; 0=Not applicable; 1=A great deal of influence; 2=Some influence; 3=Not much influence; 4=No influence at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,183 how much influence does,1,132.0
q184,International Relations,"influence, country, USA, evaluation","184 General speaking, the influence USA has on our country is?",-1=Missing; 0=Not applicable; 1=Very positive; 2=Positive; 3=Somewhat positive; 4=Somewhat negative; 5=Negative; 6=Very negative; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,"184 general speaking, the influence",1,132.0
q185,International Relations,"influence, impact, major power",185 Which aspect of the major power’s influence and impact you have in mind when answering the above questions?,-1=Missing; 0=Not applicable; 1=Politics; 2=Economy; 3=Military/security; 4=Culture; 5=Other; 6=All of the above; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,which aspect of the major,1,132.0
q185Other,Unknown,,"185. Other specify responses 

Variable: q186 
  Question: 186 How close do you feel to ASEAN? (ASEAN countries only)",-1=Missing; 0=Not applicable; 1=Very close; 2=Close; 3=Not very close; 4=Not close at all; 6=Not aware of Asean; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,185. other specify responses variable:,1,132.0
q18_other,Unknown,,"18 Other specify responses 

Variable: q19 
  Question: 19 Name of the organization you belong to. Second","-1=Missing; 0=Not applicable; 1=Political parties; 2=Residential & community associations; 3=Religious groups; 4=Sports/ recreational clubs; 5=Culture organizations; 6=Charities; 7=Public interest groups; 8=Labor unions; 9=Farmer unions or agricultural associations; 10=Professional organizations; 11=Business associations; 12=Parent-Teacher Associations o PTA; 13=Producer cooperatives; 14=Consumer cooperatives; 15=ALUMNI ASSOCIATIONS; 16=Candidate support organizations; 17=Other occupational organizations; 18=Other volunteer organizations; 19=Student Associations; 20=Hometown/clan/peer-group/mutual assistance associations; 21=Others; 90=Not a member of any organization or group; 97=Do not understand the question; 98=Can’t choose; 99=Decline to answer; 100=Others, specify",18 other specify responses variable:,1,132.0
q19_other,Unknown,,"19 Other specify responses 

Variable: q20 
  Question: 20 Name of the organization that you belong to. Third","-1=Missing; 0=Not applicable; 1=Political parties; 2=Residential & community associations; 3=Religious groups; 4=Sports/ recreational clubs; 5=Culture organizations; 6=Charities; 7=Public interest groups; 8=Labor unions; 9=Farmer unions or agricultural associations; 10=Professional organizations; 11=Business associations; 12=Parent-Teacher Associations o PTA; 13=Producer cooperatives; 14=Consumer cooperatives; 15=ALUMNI ASSOCIATIONS; 16=Candidate support organizations; 17=Other occupational organizations; 18=Other volunteer organizations; 19=Student Associations; 20=Hometown/clan/peer-group/mutual assistance associations; 21=Others; 90=Not a member of any organization or group; 97=Do not understand the question; 98=Can’t choose; 99=Decline to answer; 100=Others, specify",19 other specify responses variable:,1,132.0
q2,Economic Perception,"economic condition, national level, current evaluation, temporal comparison",2 How would you describe the change in the economic condition of our country over the last few years?,-1=Missing; 0=Not applicable; 1=Much better; 2=A little better; 3=About the same; 4=A little worse; 5=Much worse; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,2 how would you describe,2,46.66904755831214
q20_other,Unknown,,"20 Other specify responses 

Variable: q21 
  Question: 21 Which organization you participate most actively in the last 12 months?'","-1=Missing; 0=Not applicable; 1=Political parties; 2=Residential & community associations; 3=Religious groups; 4=Sports/ recreational clubs; 5=Culture organizations; 6=Charities; 7=Public interest groups; 8=Labor unions; 9=Farmer unions or agricultural associations; 10=Professional organizations; 11=Business associations; 12=Parent-Teacher Associations o PTA; 13=Producer cooperatives; 14=Consumer cooperatives; 15=ALUMNI ASSOCIATIONS; 16=Candidate support organizations; 17=Other occupational organizations; 18=Other volunteer organizations; 19=Student Associations; 20=Hometown/clan/peer-group/mutual assistance associations; 21=Others; 90=Not a member of any organization or group; 97=Do not understand the question; 98=Can’t choose; 99=Decline to answer; 100=Others, specify",20 other specify responses variable:,1,132.0
q21_other,Trust in People,"trust, evaluation, temporal comparison","21 Other specify responses 

Variable: q22 
  Question: 22 Would you say that 'Most people can be trusted' or 'that you must be very careful in dealing with people'?",-1=Missing; 0=Not applicable; 1=Most people can be trusted; 2=You must be very careful in dealing with people; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,21 other specify responses variable:,1,132.0
q23,Trust in People,"trustworthiness, evaluation",23 Do you agree with the statement that 'most people are trustworthy?',-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,you agree with the statement,1,132.0
q24,Trust in People,"trust, evaluation, social relationship",24 How much trust do you have in each of the following types of people? Your relatives,-1=Missing; 0=Not applicable; 1=A great deal of trust; 2=Quite a lot of trust; 3=Not very much trust; 4=None at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,following types of people? your,1,132.0
q25,Trust in People,"trust, evaluation, social relationship",24 How much trust do you have in each of the following types of people? 25 Trust in your neighbors,-1=Missing; 0=Not applicable; 1=A great deal of trust; 2=Quite a lot of trust; 3=Not very much trust; 4=None at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,following types of people? 25,1,132.0
q26,Trust in People,"trust, evaluation, social relationship",24 How much trust do you have in each of the following types of people? 26 Trust in other people you interact with,-1=Missing; 0=Not applicable; 1=A great deal of trust; 2=Quite a lot of trust; 3=Not very much trust; 4=None at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,following types of people? 26,1,132.0
q27,Trust in People,"trust, evaluation, social relationship",24 How much trust do you have in each of the following types of people? 27 Trust in people you meet for the first time,-1=Missing; 0=Not applicable; 1=A great deal of trust; 2=Quite a lot of trust; 3=Not very much trust; 4=None at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,following types of people? 27,1,132.0
q28,Social Network,"social contact, frequency",28 How many people do you have contact with in a typical week day?,-1=Missing; 0=Not applicable; 1=0-4 people; 2=5-9 people; 3=10-19 people; 4=20-49 people; 5=50 or more people; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,28 how many people do,1,132.0
q29,Social Network,"social relationship, evaluation",29 Which of the following best describes your relations with most of your social contacts?,-1=Missing; 0=Not applicable; 1=Most people's social status are higher than yours; 2=Most people's social status is lower than yours; 3=Most people's social status are equal to yours; 4=Variously; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,29 which of the following,1,132.0
q3,Economic Perception,"economic condition, national level, current evaluation, temporal comparison",2 How would you describe the change in the economic condition of our country over the last few years? 3 What do you think will be the state of our country's economic condition a few years from now?,-1=Missing; 0=Not applicable; 1=Much better; 2=A little better; 3=About the same; 4=A little worse; 5=Much worse; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,last few years? 3 what,1,132.0
q30,Social Network,"social relationship, evaluation, political views","30 Among these people you have frequent contacts, which of the following best describes the political views of these people?",-1=Missing; 0=Not applicable; 1=Virtually all of them have views similar to me; 2=A lot of them have views similar to me; 3=Only some of them have views similar to me; 4=Most of them have views different from me; 5=Don't know much about their political views; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,30 among these people you,1,132.0
q31,Social Support,"social support, help seeking, community resources","31 If you have a difficult problem to manage, are there people outside your household you can ask for help?","-1=Missing; 0=Not applicable; 1=No, nobody; 2=Yes, a few; 3=Yes, some; 4=Yes, a lot; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer",you have a difficult problem,1,132.0
q32,Social Interaction,"social interaction, conflict resolution, tolerance","32 If you had friends or co-workers whose opinions on politics differed from yours, would you have a hard time conversing with them?",-1=Missing; 0=Not applicable; 1=Very hard; 2=A bit hard; 3=Not too hard; 4=Not hard at all; 7=Do not understand the question; 8=Can't choose; 9=Don't respond,32 if you had friends,1,132.0
q33,Voting Behavior,"voting behavior, citizenship, participation",33 Did you vote in the national election?,"-1=Missing; 0=Not applicable; 1=Yes; 2=No; 3=Not yet eligible to vote; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer; 10=Don't remember; 1103=Yes, Someone in the family voted on behalf of me; 1104=Yes, someone such as neighbors and the village head voted on behalf of me",you vote in the national,1,132.0
q34,Voting Behavior,"voting behavior, party affiliation, candidate preference",34 Which parties or candidates did you vote for?,"-1=Missing; 0=Not applicable; 97=Do not understand the question; 98=Can't remember; 99=Decline to answer; 101=Liberal Democratic Party; 102=Constitutional Democratic Party; 103=Komeito (Clean Government Party); 104=Japan Innovation Party; 105=Democratic Party for the People; 106=Japanese Communist Party; 107=Reiwa Shinsengumi; 108=Other party; 109=Independent; 301=Lee Jae Myung; 302=Yoon Suk Yeol; 303=Sim Sang Jung; 304=Others; 501=U. Khurelsukh; 502=S. Erdene; 503=D. Enkhbat; 504=Unmarked ballot paper; 601=Binay, Jojo (UNA); 602=Defensor-Santiago, Miriam (PRP); 603=Duterte, Rody (PDPLBN); 604=Poe, Grace (IND); 605=Roxas Mar [Daang Matuwid (LP)]; 701=James Soong & Sandra Yu; 702=Han Kuo-yu & Chang San-cheng; 703=Tsai Ing-wen & William Lai; 707=Invalid vote; 801=Phue Thai Party; 802=Palang Pracharath Party; 803=Future Forward Party; 804=Democrat Party; 805=Bhumjaithai Party; 806=Thai Liberal Party; 807=Chartthaipattana Party; 803=Future Forward Party; 806=Thai Liberal Party; 901=Joko Widodo and KH. Ma’ruf Amin; 902=Prabowo Subianto and Sandiaga Salahuddin Uno; 1001=People's Action Party; 1002=Workers' Party; 1003=Singapore Democratic Party; 1004=Progress Singapore Party; 1005=Singapore Democratic Alliance; 1006=Reform Party; 1007=People’s Power Party; 1008=National Solidarity Party; 1009=People’s Voice; 1010=Singapore People's Party; 1011=Red Dot United; 1007=People’s Power Party; 1201=Cambodian Natioality Party; 1202=FUNCINPEC Party; 1203=Democratic Republic Party; 1204=Cambodian People's Party; 1205=Khmer Economic Development Party; 1206=Cambodian National Rescue Party; 1207=Human Rights Party; 1208=League for Democracy Party; 1209=Beehive Social Democratic Party; 304=Others; 1301=Pakatan Harapan (PH); 1302=Democratic Action Party (DAP); 1303=Parti Keadilan Rakyat (PKR); 1304=Parti Amanah Negara (AMANAH); 1305=United Pasokmomogun Kadazandusun Murut Organisation (UPKO); 1306=Barisan Nasional (BN); 1307=United Malays National Organisation (UMNO); 1308=Malaysian Chinese Association (MCA); 1309=[Malaysian Indian Congress; 1310=Parti Bersatu Rakyat Sabah (PBRS); 1311=Perikatan Nasional (PN); 1312=Parti Islam SeMalaysia (PAS); 1313=Parti Pribumi Bersatu Malaysia (BERSATU); 1314=Parti Gerakan Rakyat Malaysia (PGRM); 1315=MUDA; 1316=Parti Pejuang Tanah Air (PEJUANG); 1317=Gabungan Parti Sarawak (GPS); 1318=Parti Pesaka Bumiputera Bersatu (PBB); 1319=Sarawak United Peoples’ Party (SUPP; 1320=Parti Rakyat Sarawak (PRS); 1321=People Progressive Party (PDP); 1322=Parti Sarawak Bersatu (PSB); 1323=Gabungan Rakyat Sabah (GRS); 1324=Parti Bersatu Sabah (PBS); 1325=Parti Solidariti Tanah Airku (STAR SABAH); 1326=Parti Warisan Sabah; 1327=Parti Kesejahteraan Demokratik Masyarakat (KDM); 1328=Independent Candidate; 1501=Liberal; 1502=Nationals; 1503=Australian Labor Party; 1504=The Greens; 1505=Liberal National Party of Queensland; 1506=Pauline Hanson's One Nation; 109=Independent; 1508=Shooters, Fishers and Farmers Party; 1509=Katter's Australian Party (KAP); 101=Liberal Democratic Party; 1511=Animal Justice Party; 1513=Reason Australia; 1514=Centre Alliance; 1515=United Australia Party; 1516=FUSION: Science, Pirate, Secular, Climate Emergency; 1518=Australian Christians; 1519=Derryn Hinch's Justice Party; 1520=Legalise Cannabis Australia; 1522=Australian Citizens Party; 1523=Australian Democrats; 1524=Australian Federation Party; 1525=Australian Progressives; 1526=Australian Values Party; 1527=Country Liberal Party (NT); 1528=Drew Pavlou Democratic Alliance; 1529=Indigenous - Aboriginal Party of Australia; 1530=Informed Medical Options Party; 1531=Jacqui Lambie Network; 1532=Socialist Alliance; 1533=Sustainable Australia Party - Stop Overdevelopment / Corruption; 1534=The Great Australian Party; 1535=The Local Party of Australia; 1536=TNL; 1537=Victorian Socialists; 1538=Western Australia Party; 1596=Some other party; 1597=No party; 12303=others",34 which parties or candidates,1,132.0
q34other,Unknown,,"34. Other specify responses 

Variable: q34a 
  Question: 34a Did the respondent vote for the winning or losing camp?",-1=Missing; 0=Not applicable; 1=Voted for the winning camp; 2=Voted for the losing camp; 3=Not sure; 8=can't choose; 9=Decline to answer,34. other specify responses variable:,1,132.0
q35,Voting Behavior,"voting behavior, campaign engagement, participation",35 Did you attend a campaign meeting or rally in the last national election?,-1=Missing; 0=Not applicable; 1=Yes; 2=No; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer; 10=Can't remember; 20=Not yet eligible to vote,did you attend a campaign,3,25.403411844343534
q36,Voting Behavior,"voting behavior, campaign engagement, persuasion",35 Did you attend a campaign meeting or rally in the last national election? 36 Try to persuade others to vote for a certain candidate or party?,-1=Missing; 0=Not applicable; 1=Yes; 2=No; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer; 10=Can't remember; 20=Not yet eligible to vote,last national election? 36 try,1,132.0
q37,Voting Behavior,"voting behavior, campaign engagement, volunteerism",35 Did you attend a campaign meeting or rally in the last national election? 37 Did you do anything else to help out or work for a party or candidate running in the last national election?,-1=Missing; 0=Not applicable; 1=Yes; 2=No; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer; 10=Can't remember; 20=Not yet eligible to vote,last national election? 37 did,1,132.0
q38,Election Integrity,"election integrity, freedom, fairness","38 On the whole, how free and fair would you say the last national election was?","-1=Missing; 0=Not applicable; 1=Completely free and fair; 2=Free and fair, but with minor problems; 3=Free and fair, with major problems; 4=Not free or fair; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer","38 on the whole, how",1,132.0
q39,Service Accessibility,"public service, infrastructure, evaluation",39 How easy or difficult to obtain the roads in good condition,-1=Missing; 0=Not applicable; 1=Very easy; 2=Easy; 3=Difficult; 4=Very difficult; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,39 how easy or difficult,2,46.66904755831214
q4,Economic Perception,"economic situation, family, evaluation, temporal comparison","4 As for your own family, how do you rate the economic situation of your family today?",-1=Missing; 0=Not applicable; 1=Very good; 2=Good; 3=So-so [not good nor bad]; 4=Bad; 5=Very bad; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,4 as for your own,1,132.0
q40,Service Accessibility,"service quality, infrastructure, roads",39 How easy or difficult to obtain the roads in good condition 40 How easy or difficult to obtain running water,-1=Missing; 0=Not applicable; 1=Very easy; 2=Easy; 3=Difficult; 4=Very difficult; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,roads in good condition 40,1,132.0
q41,Service Accessibility,"service accessibility, public transportation",41 How easy or difficult to obtain public transportation,-1=Missing; 0=Not applicable; 1=Very easy; 2=Easy; 3=Difficult; 4=Very difficult; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer; 10=Have not tried using this service,41 how easy or difficult,5,11.806438921198891
q42,Service Accessibility,"service accessibility, healthcare",41 How easy or difficult to obtain public transportation 42 How easy or difficult to obtain healthcare,-1=Missing; 0=Not applicable; 1=Very easy; 2=Easy; 3=Difficult; 4=Very difficult; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer; 10=Have not tried using this service,obtain public transportation 42 how,1,132.0
q43,Law and Order,"police service, help seeking",41 How easy or difficult to obtain public transportation 43 How easy or difficult to obtain help from the police when you need it,-1=Missing; 0=Not applicable; 1=Very easy; 2=Easy; 3=Difficult; 4=Very difficult; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer; 10=Have not tried using this service,obtain public transportation 43 how,1,132.0
q44,Digital Infrastructure,"service accessibility, internet access",41 How easy or difficult to obtain public transportation 44 How easy or difficult to obtain access to the Internet,-1=Missing; 0=Not applicable; 1=Very easy; 2=Easy; 3=Difficult; 4=Very difficult; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer; 10=Have not tried using this service,obtain public transportation 44 how,1,132.0
q45,Service Accessibility,"service accessibility, childcare",41 How easy or difficult to obtain public transportation 45 How easy or difficult to obtain childcare,-1=Missing; 0=Not applicable; 1=Very easy; 2=Easy; 3=Difficult; 4=Very difficult; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer; 10=Have not tried using this service,obtain public transportation 45 how,1,132.0
q46,Safety,"safety, perceived safety","46 Generally speaking, how safe is living in this city/town/village?",-1=Missing; 0=Not applicable; 1=Very safe; 2=Safe; 3=Unsafe; 4=Very unsafe; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,"46 generally speaking, how safe",1,132.0
q47,Political Engagement,political interest,47 How interested would you say you are in politics?,-1=Missing; 0=Not applicable; 1=Very interested; 2=Somewhat interested; 3=Not very interested; 4=Not at all interested; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,47 how interested would you,1,132.0
q48,Media Consumption,"news consumption, political news",48 How often do you follow news about politics and government?,-1=Missing; 0=Not applicable; 1=Everyday; 2=Several times a week; 3=Once or twice a week; 4=Not even once a week; 5=Practically never; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,48 how often do you,1,132.0
q49,Social Interaction and Civic Engagement,"social interaction, civic engagement, political discussion","49 When you get together with your family members or friends, how often do you discuss political matters?",-1=Missing; 0=Not applicable; 1=Frequently; 2=Occasionally; 3=Never; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,49 when you get together,1,132.0
q5,Economic Perception,"economic condition, temporal comparison, evaluation",5 How would you compare the current economic condition of your family with what it was a few years ago?,-1=Missing; 0=Not applicable; 1=Much better now; 2=A little better now; 3=About the same; 4=A little worse now; 5=Much worse now; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,5 how would you compare,1,132.0
