variable_id,domain,concepts,question_text,value_labels
q62,Family and Social Values,"family importance, personal sacrifice, authority respect","55 For the sake of the family, the individual should put his personal interests second. Being a student, one should not question the authority of their teacher.",-1=Missing; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q63,Family and Social Values,"group harmony, conflict avoidance, social cohesion","55 For the sake of the family, the individual should put his personal interests second. In a group, we should avoid open quarrel to preserve the harmony of the group.",-1=Missing; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q64,Family and Social Values,"conflict avoidance, disagreement management, social harmony","55 For the sake of the family, the individual should put his personal interests second. Even if there is some disagreement with others, one should avoid the conflict.",-1=Missing; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q65,Family and Social Values,"opinion flexibility, co-worker relations, teamwork","55 For the sake of the family, the individual should put his personal interests second. A person should not insist on his own opinion if his co-workers disagree with him.",-1=Missing; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q66,Fatalism and Social Values,"fate, destiny, social determinism","55 For the sake of the family, the individual should put his personal interests second. Wealth and poverty, success and failure are all determined by fate.",-1=Missing; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q67,Family and Social Values,"gender preference, family planning, traditional values","55 For the sake of the family, the individual should put his personal interests second. If one could have only one child, it is more preferable to have a boy than a girl.",-1=Missing; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q68,Family and Social Values,"long-term orientation, interpersonal relations, social responsibility","55 For the sake of the family, the individual should put his personal interests second. When dealing with others, one should not be preoccupied with temporary gains and losses.",-1=Missing; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q69,Civic Engagement,"political participation, official contact, civic involvement","69 In the past three years, have you ever contacted elected officials or legislative representatives at any level-3 categories",-1=Missing; 1=I have done this more than once; 2=I have done this once; 3=I have never done this.; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q69a,Civic Engagement,"political participation, official contact, civic involvement","69a In the past three years, have you ever contacted elected officials or legislative representatives at any level-4 categories","-1=Missing; 1=I have done this more than once; 2=I have done this once; 3=I have not done this, but I might do it if something important happens in the future; 4=I have not done this and I would not do it regardless of the situation; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer"
q7,Trust in Government,"institutional trust, executive office, political confidence",7 Trust in the excutive office (president or prime minister),-1=Mssing; 1=A great deal of trust; 2=Quite a lot of trust; 3=Not very much trust; 4=None at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q70,Government Interaction,"official contact, higher level, government interaction",70  Contacted officials at higher level-3 categories.,-1=Missing; 1=I have done this more than once; 2=I have done this once; 3=I have never done this.; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q70a,Government Interaction,"official contact, higher level, government interaction",70a  Contacted officials at higher level--4 categories.,"-1=Missing; 1=I have done this more than once; 2=I have done this once; 3=I have not done this, but I might do it if something important happens in the future; 4=I have not done this and I would not do it regardless of the situation; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer"
q71,Community Engagement,"traditional leader contact, community leader interaction, local influence",71 Contacted traditional leaders/community leaders-3 categories,-1=Missing; 1=I have done this more than once; 2=I have done this once; 3=I have never done this.; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q71a,Community Engagement,"traditional leader contact, community leader interaction, local influence",71a Contacted traditional leaders/community leaders-4 categories,"-1=Missing; 1=I have done this more than once; 2=I have done this once; 3=I have not done this, but I might do it if something important happens in the future; 4=I have not done this and I would not do it regardless of the situation; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer"
q72,Influential Network,"influential people contact, outside government, social connection",72  Contacted other influential people outside the government-3 categories.,-1=Missing; 1=I have done this more than once; 2=I have done this once; 3=I have never done this.; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q72a,Influential Network,"influential people contact, outside government, social connection",72a  Contacted other influential people outside the government-4 categories.,"-1=Missing; 1=I have done this more than once; 2=I have done this once; 3=I have not done this, but I might do it if something important happens in the future; 4=I have not done this and I would not do it regardless of the situation; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer"
q73,Media Interaction,"news media contact, information dissemination, public awareness",73  Contacted news media-3 categories,-1=Missing; 1=I have done this more than once; 2=I have done this once; 3=I have never done this.; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q73a,Media Interaction,"news media contact, information dissemination, public awareness",73a  Contacted news media-4 categories,"-1=Missing; 1=I have done this more than once; 2=I have done this once; 3=I have not done this, but I might do it if something important happens in the future; 4=I have not done this and I would not do it regardless of the situation; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer"
q74,Community Participation,"local problem resolution, collective action, community engagement",74 Whether you personally have ever got together with others to try to resolve local problems-3 categories,-1=Missing; 1=I have done this more than once; 2=I have done this once; 3=I have never done this.; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q74a,Community Participation,"local problem resolution, collective action, community engagement",74a Whether you personally have ever got together with others to try to resolve local problems-4 categories,"-1=Missing; 1=I have done this more than once; 2=I have done this once; 3=I have not done this, but I might do it if something important happens in the future; 4=I have not done this and I would not do it regardless of the situation; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer"
q75,Civic Engagement,"collective action, petition, political participation",75 Got together with others to raise an issue or sign a petition-3 categories,-1=Missing; 1=I have done this more than once; 2=I have done this once; 3=I have never done this.; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q75a,Civic Engagement,"collective action, petition, political participation",75a Got together with others to raise an issue or sign a petition-4 categories,"-1=Missing; 1=I have done this more than once; 2=I have done this once; 3=I have not done this, but I might do it if something important happens in the future; 4=I have not done this and I would not do it regardless of the situation; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer"
q76,Civic Engagement,"protest, demonstration, political activism",76 Attended a demonstration or protest march-3 categories,-1=Missing; 1=I have done this more than once; 2=I have done this once; 3=I have never done this.; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q76a,Civic Engagement,"protest, demonstration, political activism",76a Attended a demonstration or protest march-4 categories,"-1=Missing; 1=I have done this more than once; 2=I have done this once; 3=I have not done this, but I might do it if something important happens in the future; 4=I have not done this and I would not do it regardless of the situation; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer"
q77,Civic Engagement,"political violence, extremism, militancy",77 Used force or violence for a political cause-3 categories,-1=Missing; 1=I have done this more than once; 2=I have done this once; 3=I have never done this.; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q77a,Civic Engagement,"political violence, extremism, militancy",77a Used force or violence for a political cause-4 categories,"-1=Missing; 1=I have done this more than once; 2=I have done this once; 3=I have not done this, but I might do it if something important happens in the future; 4=I have not done this and I would not do it regardless of the situation; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer"
q78,Voting Behavior,"voting history, electoral participation, self-description","78 Thinking of whether you voted or not ever since you became eligible for voting, how would you describe yourself?",-1=Missing; 0=Not applicable (eligible only once); 1=Voted in every election; 2=Voted in most elections; 3=Voted in some elections; 4=Hardly ever voted; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q79,Political Attitudes,"political beliefs, value orientation, attitudinal stance",79. Which of the following statements do you agree with most?,-1=Missing; 1=Government leaders implement what voters want.; 2=Government leaders do what they think is best for the people.; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q79a,Political Attitudes,"attitudinal intensity, agreement level, statement endorsement",79a. Do you strongly agree or just agree with the chosen statement?,-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Agree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q8,Trust in Institutions,"judicial system, institutional trust, court evaluation",8 The courts,-1=Mssing; 1=A great deal of trust; 2=Quite a lot of trust; 3=Not very much trust; 4=None at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q80,General Opinion,"opinion, evaluation, choice",80. which of the following statements do you agree with most?,"-1=Missing; 1=Government is our employee, the people should tell government what needs to be done.; 2=The government is like parent, it should decide what is good for us; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer"
q80a,General Opinion,"agreement level, evaluation intensity",80a. Do you strongly agree or just agree with the chosen statement?,-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Agree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q81,General Opinion,"opinion, evaluation, choice",81. which of the following statements do you agree with most?,-1=Missing; 1=The media should have the right to publish news and ideas without government control; 2=The government should have the right to prevent the media from publishing things that might be politically destabilizing; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q81a,General Opinion,"agreement level, evaluation intensity",81a. Do you strongly agree or just agree with the chosen statement?,-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Agree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q82,General Opinion,"opinion, evaluation, choice",82. which of the following statements do you agree with most?,-1=Missing; 1=Political leaders are chosen by the people through open and competitive elections; 2=Political leaders are chosen on the basis on their virtue and capability even without election; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q82a,General Opinion,"agreement level, evaluation intensity",82a. Do you strongly agree or just agree with the chosen statement?,-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Agree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q83,Trust in Government,"government capability, problem-solving, long-term evaluation","83. Over the long run, our system of government is capable of solving the problems our country faces",-1=Missing; 1=Strongly agree; 2=Agree; 3=Disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q84,Trust in Government,"national pride, government evaluation, system support","Over the long run, our system of government is capable of solving the problems our country faces Thinking in general, I am proud of our system of government",-1=Missing; 1=Strongly agree; 2=Agree; 3=Disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q85,Trust in Government,"system loyalty, government support, problem tolerance","Over the long run, our system of government is capable of solving the problems our country faces 85 A system like ours, even if it runs into problems, deserves the people's support",-1=Missing; 1=Strongly agree; 2=Agree; 3=Disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q86,Trust in Government,"system preference, government evaluation, alternative consideration","Over the long run, our system of government is capable of solving the problems our country faces I would rather live under our system of government than any other that I can think of",-1=Missing; 1=Strongly agree; 2=Agree; 3=Disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q87,Trust in Government,"government evaluation, system assessment, reform necessity","87. would you say our system of government works fine as it is, needs minor change, needs major change, or should be replaced?","-1=Missing; 1=It works fine, not need to change; 2=Needs minor change; 3=Needs major change; 4=Should be replaced; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer"
q88,Democracy Characteristics,"democracy, essential characteristics, evaluation criteria",88  which one would you choose as the most essential characteristics of a democracy?,-1=Missing; 1=Government narrows the gap between the rich and the poor; 2=People choose the government leaders in free and fair election; 3=Government does not waste any public money.; 4=People are free to express their political views openly.; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q89,Democracy Characteristics,"democracy, essential characteristics, evaluation criteria",89. which one would you choose as the most essential characteristics of a democracy?,"-1=Missing; 1=The legislature has oversight over the government.; 2=Basic necessities, like food, clothes and shelter, are provided for all.; 3=People are free to organize political groups.; 4=Government provides people with quality public services.; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer"
q9,Government Accessibility,"national government, capital city, government location",9 National government in the capital city,-1=Mssing; 1=A great deal of trust; 2=Quite a lot of trust; 3=Not very much trust; 4=None at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q90,Democracy Characteristics,"democracy, essential characteristics, evaluation criteria",90. which one would you choose as the most essential characteristics of a democracy?,-1=Missing; 1=Government ensures law and order; 2=Media is free to criticize the things government does.; 3=Government ensures job opportunities for all.; 4=Multiple parties compete fairly in the election.; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q91,Democracy Characteristics,"democracy, essential characteristics, evaluation criteria",91. which one would you choose as the most essential characteristics of a democracy?,-1=Missing; 1=People have the freedom to take part in protests and demonstrations; 2=Politics is clean and free of corruption.; 3=The court protects the ordinary people from the abuse of government power.; 4=People receive state aid if they are unemployed.; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q92,Trust in Government,"democracy satisfaction, government evaluation, current assessment","92 On the whole, how satisfied or dissatisfied are you with the way democracy works in the country?",-1=Missing; 1=Very satisfied; 2=Fairly satisfied; 3=Not very satisfied.; 4=Not at all satisfied.; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q93,Democracy Evaluation,"democracy level, country evaluation, current assessment",93. In your opinion how much of a democracy is the country?,"-1=Missing; 1=A full democracy; 2=A democracy, but with minor problems; 3=A democracy, with mjor probelms; 4=Not a democracy; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer"
q94,Country Evaluation,"country evaluation, government assessment, current situation",94 Where would you place our country under the present government?,-1=Missing; 1=Completely Undemocratic; 2=2; 3=3; 4=4; 5=5; 6=6; 7=7; 8=8; 9=9; 10=Completely democratic; 97=Don't understand the question; 98=Can't choose; 99=Decline to answer
q95,Country Evaluation,"country evaluation, government assessment, temporal comparison",94 Where would you place our country under the present government? 95 Where would you place our country ten years ago?,-1=Missing; 1=Completely Undemocratic; 2=2; 3=3; 4=4; 5=5; 6=6; 7=7; 8=8; 9=9; 10=Completely democratic; 97=Don't understand the question; 98=Can't choose; 99=Decline to answer
q96,Government and Country Evaluation,"government evaluation, country progress, temporal comparison, national level",94 Where would you place our country under the present government? 96 Where would you expect our country to be ten years from now?,-1=Missing; 1=Completely Undemocratic; 2=2; 3=3; 4=4; 5=5; 6=6; 7=7; 8=8; 9=9; 10=Completely democratic; 97=Don't understand the question; 98=Can't choose; 99=Decline to answer
q97,Political System Evaluation,"democracy, suitability, national level, political system",97 Whether you think democracy is suitable for our country,-1=Missing; 1=Democracy is completely unsuitable; 2=2; 3=3; 4=4; 5=5; 6=6; 7=7; 8=8; 9=9; 10=Democracy is perfectily suitable; 97=Don't understand the question; 98=Can't choose; 99=Decline to answer
q98,Government Satisfaction,"government satisfaction, evaluation, current government",98 How satisfied or dissatisfied are you with the current government?,-1=Missing; 1=Very satisfied; 2=Somewhat satisfied; 3=Somewhat dissatisfied; 4=Very dissatisfied; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
q99,National Problems,"national problems, importance, country issues, priority",99 What are the first most important problems facing this country? 1st,"-1=Missing; 1=Management of the economy; 2=Wages, incomes and salaries; 3=Unemployment; 4=Poverty/destitution; 5=Rates and Taxes; 6=Loans/credit; 7=Farming/agriculture; 8=Food shortage.famine; 9=Drought; 10=Land; 11=Transportation; 12=Communications; 13=Infrastructure/roads; 14=Education; 15=Housing; 16=Electricity; 17=Water supply; 18=Orphans/street children/homeless children; 19=Services (other); 20=Health; 21=AIDS; 22=Sickness/disease; 23=Crime and security; 24=Corruption; 25=Political violence; 26=Political instablity/political divisions/ethnic tensions; 27=Discrimination/inequalitry; 28=Gender issues/women's rightrs; 29=Democracy/political rights; 30=War (international); 31=Civil war; 32=Environment/pollution/protection; 33=Government efficiency; 34=Social problems general (divorce, gambiling, drugs); 35=Governance (leaders, unity, etc.); 36=Immigrants/foreign workers; 37=Government policy, general; 38=Inflation/price hike; 39=Other; 990=No problems; 997=Do not understand the question; 998=Can't choose; 999=Decline to answer"
q99a,National Problems,"national problems, importance, country issues, priority, secondary concern",99a. What are the second most important problems facing this country? 2nd,"-1=Missing; 0=Not applicable; 1=Management of the economy; 2=Wages, incomes and salaries; 3=Unemployment; 4=Poverty/destitution; 5=Rates and Taxes; 6=Loans/credit; 7=Farming/agriculture; 8=Food shortage.famine; 9=Drought; 10=Land; 11=Transportation; 12=Communications; 13=Infrastructure/roads; 14=Education; 15=Housing; 16=Electricity; 17=Water supply; 18=Orphans/street children/homeless children; 19=Services (other); 20=Health; 21=AIDS; 22=Sickness/disease; 23=Crime and security; 24=Corruption; 25=Political violence; 26=Political instablity/political divisions/ethnic tensions; 27=Discrimination/inequalitry; 28=Gender issues/women's rightrs; 29=Democracy/political rights; 30=War (international)/foreign affaris; 31=Civil war; 32=Environment/pollution/protection; 33=Government efficiency; 34=Social problems general (divorce, gambiling, drugs); 35=Governance (leaders, unity, etc.); 36=Immigrants/foreign workers; 37=Government policy, general; 38=Inflation/price hike; 39=Other; 990=No problems; 997=Do not understand the question; 998=Can't choose; 999=Decline to answer"
q99b,National Problems,"national problems, importance, country issues, priority, tertiary concern",What are the second most important problems facing this country? What are the third most important problems facing this country? 3rd,"-1=Missing; 0=Not applicable; 1=Management of the economy; 2=Wages, incomes and salaries; 3=Unemployment; 4=Poverty/destitution; 5=Rates and Taxes; 6=Loans/credit; 7=Farming/agriculture; 8=Food shortage.famine; 9=Drought; 10=Land; 11=Transportation; 12=Communications; 13=Infrastructure/roads; 14=Education; 15=Housing; 16=Electricity; 17=Water supply; 18=Orphans/street children/homeless children; 19=Services (other); 20=Health; 21=AIDS; 22=Sickness/disease; 23=Crime and security; 24=Corruption; 25=Political violence; 26=Political instablity/political divisions/ethnic tensions; 27=Discrimination/inequalitry; 28=Gender issues/women's rightrs; 29=Democracy/political rights; 30=War (international)/foreign affaris; 31=Civil war; 32=Environment/pollution/protection; 33=Government efficiency; 34=Social problems general (divorce, gambiling, drugs); 35=Governance (leaders, unity, etc.); 36=Immigrants/foreign workers; 37=Government policy, general; 38=Inflation/price hike; 39=Other; 990=No problems; 997=Do not understand the question; 998=Can't choose; 999=Decline to answer"
se10,Household Economics,"household income, employment status, main earner",se10.  Are you the main earner in your household?,-1=Missing; 1=Yes; 2=No; 8=Can`t choose; 9=Decline to answer
se10_1,Household Economics,"employment status, main earner, current job",se10_1 Is the main earner in your household currently employed?,-1=Missing; 0=Not applicable; 1=Employed; 2=Not employed; 9=Decline to answer
se10a,Household Economics,"employment type, self-employment, main earner, business ownership","se10a Is he or she curently self-employed, working in family business or working for an outside employer?",-1=Missing; 0=Not applicable; 1=Self-employed or business owner; 2=Working in family business; 3=Working for an outside employer; 4=Working in the public sector; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer
se10b,Household Economics,"business size, employment, main earner, entrepreneurship",se10b How many people does his or her business employ?,-1=Missing; 0=Not applicable; 1=No employees; 2=1-9 employees; 3=10+ employees; 8=Can't choose; 9=Decline to answer
