variable_id,domain,concepts,question_text,value_labels,scale_type,scale_points,confidence,needs_reversal,first_na_value,max_substantive_value,validation_phrase,validation_phrase_occurrences,validation_phrase_score
q108,Corruption Control,"corruption control, evaluation, temporal comparison",Everyone is free to say what they think- is better than before? Corruption in politics and government is under control- is better than before?,1=Much worse; 2=Somewhat worse; 3=Much the same; 4=Somewhat better; 5=Much better than before; 97=Not Applicable; 98=Don't know; 99=No answer,likert_5,5,0.8,False,97,5,is better than before? corruption,1,132.0
q109,Income Inequality,"income inequality, evaluation, temporal comparison",Everyone is free to say what they think- is better than before? The gap between the rich and the poor have narrowed- is better than before?,1=Much worse; 2=Somewhat worse; 3=Much the same; 4=Somewhat better; 5=Much better than before; 97=Not Applicable; 98=Don't know; 99=No answer,likert_5,5,0.8,False,97,5,better than before? the gap,1,132.0
q110,Public Safety,"public safety, evaluation, temporal comparison",Everyone is free to say what they think- is better than before? Preventing crime and maintaining order- is better than before?,1=Much worse; 2=Somewhat worse; 3=Much the same; 4=Somewhat better; 5=Much better than before; 97=Not Applicable; 98=Don't know; 99=No answer,likert_5,5,0.8,False,97,5,is better than before? preventing,1,132.0
q111,Economic Perception,"economic condition, evaluation, temporal comparison",Everyone is free to say what they think- is better than before? Economic development- is better than before?,1=Much worse; 2=Somewhat worse; 3=Much the same; 4=Somewhat better; 5=Much better than before; 97=Not Applicable; 98=Don't know; 99=No answer,likert_5,5,0.8,False,97,5,is better than before? economic,1,132.0
q112,Rule of Law and Governance,"judicial independence, evaluation, temporal comparison",Everyone is free to say what they think- is better than before? Judges and courts are free from political interference- is better than before?,1=Much worse; 2=Somewhat worse; 3=Much the same; 4=Somewhat better; 5=Much better than before; 97=Not Applicable; 98=Don't know; 99=No answer,likert_5,5,0.8,False,97,5,is better than before? judges,1,132.0
q113,Civil Liberties and Freedom,"freedom of association, evaluation, temporal comparison",Everyone is free to say what they think- is better than before? You can join any organization you like- is better than before?,1=Much worse; 2=Somewhat worse; 3=Much the same; 4=Somewhat better; 5=Much better than before; 97=Not Applicable; 98=Don't know; 99=No answer,likert_5,5,0.8,False,97,5,is better than before? you,1,132.0
q114,Corruption Perception,"corruption, local government, magnitude",How widespread corruption in your local/municipal government?,1=Almost everyone is corrupt; 2=Most officials are corrupt; 3=Not a lot of officials are corrupt; 4=Hardly anyone is involved; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,how widespread corruption in your,2,46.66904755831214
q115,Corruption Perception,"corruption, magnitude, government level",How widespread corruption in your local/municipal government? How widespread corruption in the national government?,1=Almost everyone is corrupt; 2=Most officials are corrupt; 3=Not a lot of officials are corrupt; 4=Hardly anyone is involved; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,your local/municipal government? how widespread,1,132.0
q116,Corruption Experience,"corruption, personal experience, witnessed",anyone you know personally witnessed an act of corruption?,1=Yes; 2=No; 97=Not Applicable; 98=Don't know; 99=No answer,binary,2,0.8,True,97,2,know personally witnessed an act,1,132.0
q116e,Corruption Experience,"corruption, personal experience, witnessed",anyone you know personally witnessed ?,1=Personally; 2=Family member; 3=Friend; 4=None; 98=Don't Know; 99=No Answer,likert_4,4,0.8,False,98,4,you know personally witnessed ?,1,132.0
q117,Value and Preference,"democracy, economic development, preference",Which comes closest to your own opinion?,1=Authoritarian government can be preferable; 2=Does not matter whether we have a non_or_democratic regime; 3=Democracy: preferable to any other kind of government; 98=Don't know; 99=No answer,likert_3,3,0.8,False,98,3,which comes closest to your,1,132.0
q118,Value and Preference,"democracy, economic development, preference",Which comes closer to your own view?,1=Democracy can not solve our society's problems; 2=Democracy is capable of solving the problems of our society; 98=Don't know; 99=No answer,binary,2,0.8,False,98,2,which comes closer to your,2,46.66904755831214
q119,Value and Preference,"democracy, economic development, preference",choose between democracy and economic development?,1=Economic development is definitely more important; 2=Economic development is somewhat more important; 3=Democracy is somewhat more important; 4=Democracy is definitely more important; 5=They are both equally importment; 98=Don't know; 99=No answer,likert_5,5,0.8,True,98,5,choose between democracy and economic,1,132.0
q120,Government Perception,"evaluation, temporal comparison",Which comes closer to your own view?,1=It is essential that the country remains one nation; 2=Parts of the country possibly be separate states; 3=Can't choose; 98=Don't know; 99=No answer,binary,2,0.8,False,98,2,which comes closer to your,2,46.66904755831214
q121,Government Perception,"leadership, decision-making",We should get rid of parliament and elections and have a strong leader decide things,1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,should get rid of parliament,5,11.806438921198891
q122,Government Perception,"leadership, decision-making, opposition",We should get rid of parliament and elections and have a strong leader decide things No opposition party should be allowed to compete for power,1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,strong leader decide things no,1,132.0
q123,Government Perception,"leadership, decision-making, military intervention",We should get rid of parliament and elections and have a strong leader decide things The military should come in to govern the country,1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,leader decide things the military,1,132.0
q124,Government Perception,"leadership, decision-making, expertise",We should get rid of parliament and elections and have a strong leader decide things We should get rid of parliament and elections and have the experts decide everything,1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,strong leader decide things we,1,132.0
q125,Government Perception,"leadership, decision-making, lawfulness","We should get rid of parliament and elections and have a strong leader decide things It is ok for the government to disregard the law in order to deal with the situation, when the country is facing a diffi",1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,strong leader decide things it,1,132.0
q126,Civic Engagement,"participation, politics",I have the ability to participate in politics,1=Strongly disagree; 2=Somewhat disagree; 3=Somewhat agree; 4=Strongly agree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,have the ability to participate,1,132.0
q127,Civic Engagement,"understanding, politics",Politics and government seems so complicated that a person like me can't really understand what is going on,1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,politics and government seems so,5,11.806438921198891
q128,Civic Engagement,"power dynamics, citizen influence",Politics and government seems so complicated that a person like me can't really understand what is going on The nation is run by a powerful few and ordinary citizens cannot do much about it,1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,is going on the nation,1,132.0
q129,Civic Engagement,"influence, citizen participation",Politics and government seems so complicated that a person like me can't really understand what is going on People like me don't have any influence over what the government does,1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,what is going on people,1,132.0
q130,Trust in Government,"government complexity, understanding, evaluation",Politics and government seems so complicated that a person like me can't really understand what is going on Our form of government is still the best for us,1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,what is going on our,1,132.0
q131,Trust in Government,"government trustworthiness, evaluation, temporal comparison",Politics and government seems so complicated that a person like me can't really understand what is going on You can generally trust the people who run our government to do what is right,1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,going on you can generally,1,132.0
q132,Citizenship and Participation,"citizenship, education, equality",People with little or no education should have as much say in politics as highly-educated people,1=Strongly disagree; 2=Somewhat disagree; 3=Somewhat agree; 4=Strongly agree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,people with little or no,1,132.0
q133,Authoritarianism,"leadership, authority, obedience",Government leaders are like the head of a family; we should all follow their decisions,1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,leaders are like the head,9,4.888888888888889
q134,Authoritarianism,"leadership, authority, censorship",Government leaders are like the head of a family; we should all follow their decisions The government should decide whether certain ideas should be allowed to be discussed in society,1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,decisions the government should decide,1,132.0
q135,Authoritarianism,"leadership, authority, social order",Government leaders are like the head of a family; we should all follow their decisions Harmony of the community will be disrupted if people organize lots of groups,1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,all follow their decisions harmony,1,132.0
q136,Judicial Independence,"judicial independence, executive branch, judicial decision-making","Government leaders are like the head of a family; we should all follow their decisions When judges decide important cases, they should accept the view of the executive branch",1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,all follow their decisions when,1,132.0
q137,Separation of Powers,"separation of powers, legislative branch, executive branch","Government leaders are like the head of a family; we should all follow their decisions If the government is constantly checked by the legislature, it cannot possibly accomplish great things",1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,their decisions if the government,1,132.0
q138,Authoritarianism,"leadership, morality, decision-making","Government leaders are like the head of a family; we should all follow their decisions If we have political leaders who are morally upright, we can let them decide everything",1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,follow their decisions if we,1,132.0
q139,Authoritarianism,"leadership, diversity, social order","Government leaders are like the head of a family; we should all follow their decisions If people have too many different ways of thinking, society will be chaotic",1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,follow their decisions if people,1,132.0
q140,Trust in Government,"government leadership, decision-making authority, national level",Government leaders are like the head of a family; we should all follow their decisions The government should maintain ownership of major state-owned enterprises,1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,decisions the government should maintain,1,132.0
q141,Trust in Government,"government leadership, decision-making authority, national level",Government leaders are like the head of a family; we should all follow their decisions The national government should have more authority over local decisions than it does now,1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,follow their decisions the national,1,132.0
q142,National Identity,"national identity, cultural preservation, globalization",Our country should defend our way of life instead of becoming more and more like other countries,1=Strongly disagree; 2=Somewhat disagree; 3=Somewhat agree; 4=Strongly agree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,our country should defend our,1,132.0
q143,National Identity,"sacrifice, national interest, personal interest","For the sake of the national community/society, the individual should be prepared to sacrifice his personal interest",1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,"sake of the national community/society,",4,16.5
q144,National Identity,"sacrifice, national interest, individual status, collectivism","For the sake of the national community/society, the individual should be prepared to sacrifice his personal interest The state is like a big machine and the individual is but a small cog, with no independent status",1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,his personal interest the state,1,132.0
q145,National Identity,"sacrifice, national interest, goal-oriented leadership, authoritarianism","For the sake of the national community/society, the individual should be prepared to sacrifice his personal interest The most important thing for a political leader is to accomplish his goals even if he has to ignore the established proc",1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,his personal interest the most,1,132.0
q146,National Identity,"sacrifice, national interest, leadership conviction, compromise","For the sake of the national community/society, the individual should be prepared to sacrifice his personal interest If a political leader really believes in his position, he should refuse to compromise regardless of how many people disa",1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,sacrifice his personal interest if,1,132.0
q147,Freedom of Speech,"tolerance, view diversity, political ideals",A political leader should tolerate the views of those who challenge his political ideals,1=Strongly disagree; 2=Somewhat disagree; 3=Somewhat agree; 4=Strongly agree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,leader should tolerate the views,1,132.0
q147a,Freedom of Speech,"tolerance, view suppression, political ideals",A political leader should not tolerate the views of those who challenge his political ideals,1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,political leader should not tolerate,2,46.66904755831214
q148,Freedom of Speech,"tolerance, view suppression, majority rule, leadership agenda","A political leader should not tolerate the views of those who challenge his political ideals As long as a political leader enjoys majority support, he should implement his own agenda and disregard the view of the",1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 98=Don't know; 99=No answer,likert_4,4,0.8,False,98,4,challenge his political ideals as,1,132.0
relig1,Unknown,,Religion,1=Shinto; 2=Daoism; 3=Other Folk Religio; 4=Born again; 5=Buddhism; 6=Hinduism; 7=Islam; 8=Roman Catholics; 9=Protestantism; 10=Others; 11=None; 97=Not applicable; 99=No Answer,scale_10,11,0.8,False,97,11,religion,2,50.0
se002,Unknown,,gender,1=male; 2=female; 99=No Answer,binary,2,0.8,False,99,2,gender,2,50.0
se003,Unknown,,age group,1=18-19; 2=20-24; 3=25-29; 4=30-34; 5=35-39; 6=40-44; 7=45-49; 8=50-54; 9=55-59; 10=60-70; 11=71-75; 12=76 & over; 99=No Answer,categorical,12,0.8,False,99,12,age group,1,92.4
se003a,Unknown,,actual age,18=18; 19=19; 20=20; 21=21; 22=22; 23=23; 24=24; 25=25; 26=26; 27=27; 28=28; 29=29; 30=30; 31=31; 32=32; 33=33; 34=34; 35=35; 36=36; 37=37; 38=38; 39=39; 40=40; 41=41; 42=42; 43=43; 44=44; 45=45; 46=46; 47=47; 48=48; 49=49; 50=50; 51=51; 52=52; 53=53; 54=54; 55=55; 56=56; 57=57; 58=58; 59=59; 60=60; 61=61; 62=62; 63=63; 64=64; 65=65; 66=66; 67=67; 68=68; 69=69; 70=70; 71=71; 72=72; 73=73; 74=74; 75=75; 76=76; 77=77; 78=78; 79=79; 80=80; 81=81; 82=82; 83=83; 84=84; 85=85; 86=86; 87=87; 88=88; 89=89; 90=90; 93=93; 109=109; 999=No Answer,categorical,75,0.8,False,999,109,actual age,1,92.4
se004,Unknown,,marital status,1=Married; 2=Living-in as married; 3=Widowed; 4=Separated; 5=Divorced; 6=Single_Never married; 98=Don't know; 99=No Answer,likert_6,6,0.8,False,98,6,marital status,2,32.66833329081849
se004a,Unknown,,Marital Status(Y/N),1=Yes; 2=No; 98=Don't Know; 99=No Answer,binary,2,0.8,True,98,2,marital status(y/n),1,92.4
se005,Unknown,,education,1=No formal education; 2=Incomplete elementary school; 3=Complete elementary school; 4=Incomplete secondary school; 5=Complete secondary school; 6=Incomplete high school; 7=Complete high school; 8=Some university_college education; 9=University_college degree; 10=Post graduate degree; 98=Don't know; 99=No Answer,scale_10,10,0.8,False,98,10,education,4,10.0
se005a,Unknown,,education by year,0=less than 1 year; 1=1 years; 2=2 years; 3=3 years; 4=4 years; 5=5 years; 6=6 years; 7=7 years; 8=8 years; 9=9 years; 10=10 years; 11=11 years; 12=12 years; 13=13 years; 14=14 years; 15=15 years; 16=16 years; 17=17 years; 18=18 years; 19=19 years; 20=20 years; 21=21 years; 22=22 years; 23=23 years; 24=24 years; 25=25 years; 30=30 years; 44=44 years; 97=Not applicable; 98=Don't know; 99=No Answer,categorical,27,0.8,False,44,30,education by year,1,132.0
se005b,Unknown,,education(four categories),1=illiterate; 2=primary education; 3=secondary education; 4=tertitary education; 98=Don't Know; 99=No Answer,likert_4,4,0.8,False,98,4,education(four categories),1,92.4
se006,Unknown,,religion,1=Shinto; 2=Daoism; 3=Other Folk Religio; 4=Born again; 5=Buddhism; 6=Hinduism; 7=Islam; 8=Roman Catholics; 9=Protestantism; 10=Others; 11=None; 97=Not applicable; 99=No Answer,scale_10,11,0.8,False,97,11,religion,2,50.0
se007,Unknown,,relgiosity,1=Several times a day; 2=Once a day; 3=Several times a week; 4=Once a week; 5=Once a month; 6=Only on special religious days; 7=Once a year; 8=Less often; 9=Never; 97=Not applicable; 98=don't know; 99=No Answer,ordinal,9,0.8,False,97,9,relgiosity,1,50.0
se008a,Unknown,,n of household members,0=none member; 1=1 member; 2=2 members; 3=3 members; 4=4 members; 5=5 members; 6=6 members; 7=7 members; 8=8 members; 9=9 members; 10=10 members; 11=11 member; 12=12 member; 13=13 members; 14=14 members; 15=15 member; 16=16 member; 17=17 members; 18=18 members; 19=19 members; 20=20 members; 21=21 members; 24=24 members; 26=26 members; 98=don't know; 99=No Answer,categorical,24,0.8,False,98,26,n of household members,1,132.0
se008b,Unknown,,household generations,1=1 generation; 2=2 generations; 3=3 generations; 4=more than 4 generations; 98=don't know; 99=No Answer,likert_4,4,0.8,False,98,4,household generations,1,92.4
se009,Unknown,,annual income: national quintiles,1=lowest quintile; 2=2nd quintile; 3=3rd quintile; 4=4th quintile; 5=5th quintile; 97=Not applicable; 98=Don't Know; 99=No Answer,likert_5,5,0.8,False,97,5,annual income: national quintiles,1,132.0
se012a,Unknown,,Main Occupation,1=Admin/Manager; 2=Professional; 3=Clerical; 4=Sale; 5=Service; 6=Farmer; 7=Manual worker; 8=Not working; 9=Other; 10=insufficent info; 97=Not Applicable; 98=Don't know; 99=No answer,scale_10,10,0.8,False,97,10,main occupation,2,32.66833329081849
se012bcn,Unknown,,OCCUPATION,997=NOT APPLICABLE; 998=DON'T KNOW; 999=NO ANSWER,unknown,0,0.0,False,997,0,occupation,8,10.0
se012bhk,Unknown,,OCCUPATION(original),"10=INSUFFICIENT INFO; 11=GOVT ADMIN,FOREIGN DIPLOMATS; 12=CORPORATE MANAGERS; 13=SMALL BUSINESS MANAGERS; 14=SELF-EMPLOYED BUSINESS OWNER; 15=FAMILY BUSINESS HELPERS; 21=PHYSICAL SCI PROFESSIONALS; 22=LIFE SCIENCE PROFESSIONALS; 23=TEACHING PROFESSIONALS; 24=BUSINESS PROFESSIONALS; 25=SOC SCIENCE PROFESSIONALS; 31=PHYSICAL SCI ASS. PROF; 32=LIFE SCIENCE ASS. PROF; 33=TEACHING ASS. PROF; 34=BUSINESS ASS. PROF; 35=SOC SERVICES ASS. PROF; 41=OFFICE CLERKS; 42=CUSTOMER SERVICES CLERKS; 51=PERSONAL SERVICES WORKERS; 52=SALESPERSONS & MODELS; 53=TRANSPORT WORKERS; 61=AGRICULTURAL,FISHERY WORKERS; 71=EXTRACTION & BUILDING WORKERS; 72=METAL,MACHINERY WORKERS; 73=PRECISION,PRINTING WORKERS; 74=OTHER CRAFT WORKERS; 75=CRAFT AND TECHNICAL WORKERS; 76=SUPERVISOR AND FOREMAN; 81=PLANT OPERATORS; 82=STATIONARY MACHINE OPERATORS; 83=DRIVERS; 91=ELEMENTARY OCCUPATIONS; 92=LABOURERS; 95=COMPUTER TECHNICAN; 888=DON'T KNOW; 997=NOT APPLICABLE; 998=NOT FIXED; 999=NO ANSWER",categorical,34,0.8,False,997,95,occupation(original),2,50.0
se012bjp,Unknown,,main occupation(orginal),"10=Hired Workers(residual); 11=Professional_technical; 12=Managers_Supervisors; 13=Clerical_Administrative_Sales; 14=Non-agricultural, skilled; 15=Non-agricultural, unskilled; 16=Agricultural; 17=Employers and Self-Employed(residual; 18=Agricultural operators; 19=Non-agricultural entrepreneurs(residual); 20=Non-agricultural entrepreneurs with 10 or more employees; 21=Non-agricultural entrepreneurs with less than 10 employees; 22=Non-agricultural entrepreneurs with no employees; 30=Purely Property Owners(residual); 31=Purely Property Owners: Rentals from agricultural properties; 32=Purely Property Owners:Rentals from non-agricultural; 40=Unpaid Family Worker; 50=Presently unemployed but LOOKING FOR WORK(residual); 51=Presently unemployed but LOOKING FOR WORK:Homecare; 52=Presently unemployed but LOOKING FOR WORK:Student; 53=Presently unemployed but LOOKING FOR WORK:Retired; 54=Presently unemployed but LOOKING FOR WORK:Disabled; 60=Presently unemployed and NOT LOOKING FOR WORK(residual); 61=Presently unemployed and NOT LOOKING FOR WORK: Homecare; 62=Presently unemployed and NOT LOOKING FOR WORK: Student; 63=Presently unemployed and NOT LOOKING FOR WORK: Retired; 64=Presently unemployed and NOT LOOKING FOR WORK: Disabled; 65=Presently unemployed and NOT LOOKING FOR WORK: Others; 70=Never worked before(residual); 71=Never worked before: Homecare; 72=Never worked before: Student; 73=Never worked before: Retired; 74=Never worked before: Disabled; 75=Never worked before: Others; 98=Don't know",categorical,34,0.8,False,98,75,main occupation(orginal),1,92.4
se012bkr,Unknown,,Occupation(original),1=Professional; 2=Administrative/managerial; 3=White-collar office worker/technicians; 4=Sales; 5=Services; 6=Blue-collar; 7=Agriculture/fishery; 8=Unemployed; 9=Unclassified,ordinal,9,0.8,False,,9,occupation(original),2,50.0
se012bmo,Unknown,,employment,"1=wage worker; 2=members of armed forces, sec.personnel; 3=manager; 4=office worker; 5=employer; 6=worker, has a private sector; 7=lessor; 8=unemployed, /not looking for a job/; 9=unemp, /looking for a job/; 10=pensioner; 11=person, who has got a aid; 13=student; 99=No Answer",categorical,12,0.8,False,99,13,employment,1,50.0
